,MSE,RMSE,MAE,MAPE,R2,Direction_Accuracy,DM_Statistic,DM_PValue,Correlation,Correlation_PValue,ACF_1,ACF_5,Annual_Return,Annual_Volatility,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Calmar_Ratio,VaR,CVaR,Skewness,Kurtosis,Upside_Volatility,Downside_Volatility,Symbol,Market
0,1.178123950958252,1.085414171218872,0.8537184596061707,320.6796884536743,0.2869570851325989,51.664447403462056,-11.640541204296298,6.616122672443836e-29,0.5356944170634961,0.0,0.9069942235946655,0.012097693048417568,,,,,,,,,,,228.907906691215,158.03617467851677,MSFT,Tech
