,MSE,RMSE,MAE,MAPE,R2,Direction_Accuracy,DM_Statistic,DM_PValue,Correlation,Correlation_PValue,ACF_1,ACF_5,Annual_Return,Annual_Volatility,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Calmar_Ratio,VaR,CVaR,Skewness,Kurtosis,Upside_Volatility,Downside_Volatility,Symbol,Market
0,1.280456781387329,1.1315727233886719,0.8771263957023621,175.32455921173096,0.2315511703491211,53.12916111850865,-12.792021896005165,4.933530501242011e-34,0.4835168064535651,2.802596928649634e-45,0.9912651181221008,-0.03176775947213173,,,,,,,,,,,83.68955507748362,51.230496141289414,META,Tech
