,MSE,RMSE,MAE,MAPE,R2,Direction_Accuracy,DM_Statistic,DM_PValue,Correlation,Correlation_PValue,ACF_1,ACF_5,Annual_Return,Annual_Volatility,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Calmar_Ratio,VaR,CVaR,Skewness,Kurtosis,Upside_Volatility,Downside_Volatility,Symbol,Market
0,1.2693240642547607,1.1266428232192993,0.8679520487785339,199.0805983543396,0.2730071544647217,50.59920106524633,-11.783281675705735,1.5937635953191775e-29,0.5235107829475112,0.0,0.9911624789237976,0.023225149139761925,,,,,,,,,,,155.25353048450378,82.05512914506754,UNH,Healthcare
