,MSE,RMSE,MAE,MAPE,R2,Direction_Accuracy,DM_Statistic,DM_PValue,Correlation,Correlation_PValue,ACF_1,ACF_5,Annual_Return,Annual_Volatility,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Calmar_Ratio,VaR,CVaR,Skewness,Kurtosis,Upside_Volatility,Downside_Volatility,Symbol,Market
0,1.076698660850525,1.037640929222107,0.8253053426742554,422.0634937286377,0.36820095777511597,51.797603195739015,-13.446736081752093,4.385057527217861e-37,0.6113443922976103,0.0,0.8665731549263,0.07774040102958679,,,,,,,,,,,1164.153265348596,123.96157206539996,AAPL,Tech
