,MSE,RMSE,MAE,MAPE,R2,Direction_Accuracy,DM_Statistic,DM_PValue,Correlation,Correlation_PValue,ACF_1,ACF_5,Annual_Return,Annual_Volatility,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Calmar_Ratio,VaR,CVaR,Skewness,Kurtosis,Upside_Volatility,Downside_Volatility,Symbol,Market
0,1.2638126611709595,1.1241942644119263,0.8700776696205139,215.27512073516846,0.2837749719619751,48.06924101198402,-12.692246836098231,1.4118658058819146e-33,0.5352890266742634,0.0,0.9910705089569092,0.043465159833431244,,,,,,,,,,,32.89248409847214,154.81850814607466,AMZN,Tech
