,MSE,RMSE,MAE,MAPE,R2,Direction_Accuracy,DM_Statistic,DM_PValue,Correlation,Correlation_PValue,ACF_1,ACF_5,Annual_Return,Annual_Volatility,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Calmar_Ratio,VaR,CVaR,Skewness,Kurtosis,Upside_Volatility,Downside_Volatility,Symbol,Market
0,1.346320390701294,1.1603105068206787,0.8941640853881836,131.8925380706787,0.19336968660354614,48.202396804260985,-11.837565829910698,9.246922959095572e-30,0.44694322048562185,3.3088899874458907e-38,1.021243691444397,-0.06874509900808334,,,,,,,,,,,26.148714367084178,23.856484624203272,GOOGL,Tech
